Time,City,District,Longitude,Latitude,Geohash
109年07月05日 13時43分00秒,南投縣,魚池鄉,120.908727,23.829793,wsjzx6549e3k
109年08月31日 16時11分15秒,南投縣,魚池鄉,120.922269,23.889671,wsjzzsuzmj6y
109年12月01日 23時17分00秒,南投縣,魚池鄉,120.945630,23.895198,wsnpbjvzt7y0
109年05月30日 04時38分36秒,南投縣,鹿谷鄉,120.758207,23.740225,wsjz5cv2y4tq
109年02月11日 11時31分00秒,嘉義市,東區新,120.460348,23.472735,wsjtt1hd9dcw
109年04月26日 16時30分00秒,嘉義市,東區東,120.461098,23.482294,wsjtt4v470bg
109年08月20日 11時26分00秒,嘉義市,東區興,120.455581,23.481819,wsjtt49pd2r4
109年12月25日 21時02分00秒,嘉義市,東區興,120.456742,23.469592,wsjtt09bm90c
109年05月11日 20時42分00秒,嘉義市,西區北,120.435572,23.507519,wsjtsx6t0ppk
109年11月20日 23時50分00秒,嘉義市,西區大,120.415069,23.486625,wsjts5eed2pp
109年01月18日 19時31分00秒,嘉義市,西區湖,120.435069,23.454730,wsjtktf1sw86
109年08月31日 19時33分00秒,嘉義市,西區湖,120.438136,23.457829,wsjtkwk7gbr0
109年03月07日 02時35分00秒,嘉義市,西區番,120.445257,23.482190,wsjtsfc99vmp
109年01月27日 23時42分00秒,嘉義市,西區福,120.440306,23.465787,wsjtkxvfne9r
109年06月17日 06時56分00秒,嘉義市,西區福,120.430457,23.477708,wsjts3yz91cr
109年12月25日 19時28分00秒,嘉義市,西區福,120.437059,23.467542,wsjts85s6fuh
109年04月12日 02時50分00秒,嘉義市,西區竹,120.392600,23.494608,wsjtet54nbm5
109年10月17日 09時47分00秒,嘉義市,西區竹,120.436275,23.483176,wsjtsdgp2t79
109年02月22日 11時30分00秒,嘉義市,西區育,120.449423,23.470789,wsjtsbsx6bpm
109年02月17日 08時24分00秒,嘉義市,西區西,120.426237,23.478666,wsjts65tnswd
109年01月20日 07時55分00秒,嘉義縣,中埔鄉,120.511510,23.403914,wsjtnk9c9tyc
109年01月25日 12時40分00秒,嘉義縣,中埔鄉,120.563060,23.373005,wsjszqzmdgvm
109年02月24日 11時36分00秒,嘉義縣,中埔鄉,120.546924,23.382683,wsjtp0ew4bj3
109年07月29日 06時53分27秒,嘉義縣,中埔鄉,120.472727,23.458858,wsjtmqt9f004
109年07月31日 12時05分00秒,嘉義縣,中埔鄉,120.466576,23.451286,wsjtmm1jdstd
109年10月05日 18時44分00秒,嘉義縣,中埔鄉,120.472055,23.451576,wsjtmmjp66e5
109年11月02日 09時10分00秒,嘉義縣,中埔鄉,120.461839,23.451711,wsjtmjm8h7c3
109年12月25日 15時30分00秒,嘉義縣,中埔鄉,120.516485,23.428922,wsjtq3j7mes7
109年05月06日 10時06分00秒,嘉義縣,六腳鄉,120.301648,23.559632,wsjw18buz9dr
109年06月15日 17時50分00秒,嘉義縣,六腳鄉,120.298518,23.557940,wsjw12wdywk3
109年09月01日 15時03分00秒,嘉義縣,六腳鄉,120.264344,23.525215,wsjtbdtu63ft
109年11月09日 17時43分00秒,嘉義縣,六腳鄉,120.292073,23.538899,wsjtcm4h02y9
109年03月23日 10時35分00秒,嘉義縣,大林鎮,120.449913,23.605656,wsjwkckbymhy
109年06月03日 06時53分00秒,嘉義縣,大林鎮,120.466787,23.620679,wsjwmk10rtdy
109年07月15日 07時52分00秒,嘉義縣,大林鎮,120.455062,23.606764,wsjwm12xq7u0
109年10月10日 20時58分00秒,嘉義縣,大林鎮,120.460533,23.608877,wsjwm1uetves
109年12月02日 09時13分43秒,嘉義縣,大林鎮,120.445143,23.595840,wsjwhz3rxr2h
109年03月21日 17時26分00秒,嘉義縣,太保市,120.334644,23.475227,wsjtd39107mz
109年04月26日 13時47分00秒,嘉義縣,太保市,120.384186,23.500972,wsjteqjp4fen
109年06月11日 10時22分00秒,嘉義縣,太保市,120.339499,23.468180,wsjtd2k819f4
109年06月11日 12時16分19秒,嘉義縣,太保市,120.329878,23.445685,wsjt6hjt12kn
109年07月12日 07時30分08秒,嘉義縣,太保市,120.381516,23.475225,wsjte3e1heh7
109年08月06日 20時55分00秒,嘉義縣,太保市,120.311929,23.457251,wsjt3y22rhs2
109年08月09日 16時51分00秒,嘉義縣,太保市,120.355077,23.483148,wsjtddzzk81f
109年09月26日 04時41分20秒,嘉義縣,太保市,120.379089,23.474405,wsjte33kk468
109年10月11日 16時03分00秒,嘉義縣,太保市,120.330328,23.454278,wsjt6jtz5f7d
109年02月25日 09時20分02秒,嘉義縣,布袋鎮,120.192548,23.434954,wsjmr41w9259
109年03月20日 01時58分22秒,嘉義縣,布袋鎮,120.155094,23.372461,wsjkyny62web
109年04月12日 00時05分00秒,嘉義縣,布袋鎮,120.166829,23.335165,wsjky2nc4n41
109年08月30日 17時03分46秒,嘉義縣,布袋鎮,120.155517,23.369382,wsjkynq8d2x1
109年02月09日 04時34分00秒,嘉義縣,新港鄉,120.330670,23.570381,wsjw44y57v6z
109年02月13日 08時53分00秒,嘉義縣,新港鄉,120.355944,23.523263,wsjtff28by03
109年04月21日 07時07分21秒,嘉義縣,新港鄉,120.364610,23.576517,wsjw4gyz4tq6
109年04月30日 17時18分00秒,嘉義縣,新港鄉,120.395778,23.529553,wsjtgemt8fwf
109年07月14日 02時44分35秒,嘉義縣,新港鄉,120.395206,23.521520,wsjtg9vng9hk
109年07月27日 05時51分00秒,嘉義縣,新港鄉,120.370699,23.556001,wsjw505r8sfe
109年08月19日 13時14分00秒,嘉義縣,新港鄉,120.355925,23.523335,wsjtff29276p
109年10月15日 08時45分13秒,嘉義縣,新港鄉,120.369062,23.548249,wsjtgnf46rvb
109年11月16日 10時43分00秒,嘉義縣,新港鄉,120.321293,23.529998,wsjtcgx21mdc
109年01月08日 12時59分00秒,嘉義縣,朴子市,120.229361,23.453212,wsjmrvs2g5t7
109年01月31日 18時21分00秒,嘉義縣,朴子市,120.238930,23.461494,wsjt2p5345kr
109年04月21日 20時15分00秒,嘉義縣,朴子市,120.238475,23.458720,wsjt2ndbzw35
109年09月25日 07時53分00秒,嘉義縣,朴子市,120.287477,23.447527,wsjt3hqxtrgd
109年10月22日 15時08分00秒,嘉義縣,朴子市,120.252431,23.426930,wsjt22tpu8r8
109年10月24日 18時12分00秒,嘉義縣,朴子市,120.257788,23.467988,wsjt881ncw1c
109年10月26日 13時05分00秒,嘉義縣,朴子市,120.243185,23.437663,wsjt24wqm311
109年01月11日 19時21分00秒,嘉義縣,東石鄉,120.161913,23.420872,wsjmnrehrwbr
109年03月23日 14時24分00秒,嘉義縣,東石鄉,120.217452,23.462786,wsjmrx78tsm6
109年05月03日 23時11分00秒,嘉義縣,東石鄉,120.172227,23.468390,wsjmw869rbgp
109年06月02日 10時00分00秒,嘉義縣,東石鄉,120.187948,23.427264,wsjmqby1wnt9
109年09月17日 08時44分00秒,嘉義縣,東石鄉,120.188701,23.457693,wsjmqyqdzwyv
109年10月01日 07時40分00秒,嘉義縣,東石鄉,120.166069,23.459437,wsjmqqwm0k52
109年11月05日 10時35分00秒,嘉義縣,東石鄉,120.150924,23.463212,wsjmqp75p7wr
109年01月02日 08時40分00秒,嘉義縣,梅山鄉,120.559040,23.565369,wsjwp3uqjppv
109年03月11日 10時53分28秒,嘉義縣,民雄鄉,120.435066,23.538769,wsjtut45k2w4
109年04月13日 09時30分00秒,嘉義縣,民雄鄉,120.461497,23.513809,wsjtv0t3u7dq
109年08月29日 09時05分00秒,嘉義縣,民雄鄉,120.460822,23.551676,wsjtvpkykwe5
109年09月14日 06時46分00秒,嘉義縣,民雄鄉,120.475055,23.522302,wsjtv6p726bh
109年09月30日 15時26分00秒,嘉義縣,民雄鄉,120.405588,23.518965,wsjtgckxvscd
109年10月01日 19時57分35秒,嘉義縣,民雄鄉,120.459868,23.540829,wsjtvjkpq2ef
109年10月18日 14時30分52秒,嘉義縣,民雄鄉,120.405235,23.518991,wsjtgcs2j3dq
109年01月10日 11時05分00秒,嘉義縣,水上鄉,120.430735,23.451141,wsjtkmnuz989
109年08月30日 05時51分00秒,嘉義縣,水上鄉,120.410150,23.431353,wsjt7cxcxbg3
109年10月26日 18時22分00秒,嘉義縣,水上鄉,120.428890,23.414899,wsjthqt9st8c
109年03月25日 05時53分00秒,嘉義縣,溪口鄉,120.402462,23.610822,wsjw7f4rh8nz
109年12月02日 09時10分44秒,嘉義縣,溪口鄉,120.389757,23.597818,wsjw5xc5k8j5
109年01月13日 13時44分00秒,嘉義縣,番路鄉,120.580725,23.446848,wsjtruk5y932
109年01月28日 16時08分00秒,嘉義縣,番路鄉,120.603066,23.438966,wsjv26umz5gy
109年02月27日 10時24分00秒,嘉義縣,番路鄉,120.532760,23.462988,wsjtqz33bcgz
109年06月30日 15時04分00秒,嘉義縣,番路鄉,120.562642,23.463489,wsjtrrrh9pme
109年09月11日 10時10分00秒,嘉義縣,番路鄉,120.534645,23.469186,wsjtwb6tuv3e
109年09月25日 11時00分00秒,嘉義縣,番路鄉,120.512159,23.477267,wsjtw3fkbzfb
109年01月08日 14時30分00秒,嘉義縣,竹崎鄉,120.543812,23.508812,wsjtxp9kf2hv
109年03月26日 11時40分52秒,嘉義縣,竹崎鄉,120.690028,23.494740,wsjvdm5fc2zx
109年05月07日 16時14分55秒,嘉義縣,竹崎鄉,120.685424,23.460363,wsjv6qb6w0ws
109年09月23日 22時32分00秒,嘉義縣,竹崎鄉,120.544570,23.516351,wsjtz11bsjd1
109年12月17日 08時25分24秒,嘉義縣,竹崎鄉,120.549818,23.541850,wsjtzjttnqgm
109年04月01日 07時54分52秒,嘉義縣,義竹鄉,120.237202,23.378730,wsjsbpfncz5u
109年04月03日 04時10分00秒,嘉義縣,義竹鄉,120.237138,23.335402,wsjsb04486hp
109年05月10日 07時49分59秒,嘉義縣,義竹鄉,120.196676,23.337161,wsjkz0kscd1e
109年01月31日 09時20分02秒,嘉義縣,阿里山,120.703546,23.472128,wsjvd8vxh3z3
109年06月28日 13時36分14秒,嘉義縣,阿里山,120.708830,23.470498,wsjvdb9mx9gq
109年01月13日 10時24分00秒,嘉義縣,鹿草鄉,120.289288,23.378630,wsjscpzyrsd0
109年06月10日 08時38分00秒,嘉義縣,鹿草鄉,120.302274,23.400171,wsjt1ec7yhj1
109年09月14日 13時23分00秒,嘉義縣,鹿草鄉,120.346009,23.406714,wsjt4t13cr8r
109年09月27日 15時56分00秒,嘉義縣,鹿草鄉,120.326752,23.398493,wsjt45e60e1r
109年11月28日 17時27分00秒,嘉義縣,鹿草鄉,120.291208,23.379062,wsjt1212um1c
109年11月09日 11時25分00秒,基隆市,中山區,121.739451,25.140112,wsqx40xgybd1
109年11月12日 06時10分00秒,基隆市,中山區,121.727485,25.140603,wsqx1bxnxupd
109年06月16日 08時55分00秒,基隆市,中正區,121.796862,25.134415,wsqwgx9f8ddc
109年02月21日 21時00分00秒,基隆市,仁愛區,121.738296,25.131707,wsqwfpp4gcsz
109年09月12日 21時45分00秒,基隆市,仁愛區,121.743984,25.130468,wsqwfqg786y0
109年11月26日 00時19分00秒,基隆市,信義區,121.768876,25.128394,wsqwfymrs2nu
109年07月09日 03時20分00秒,基隆市,安樂區,121.694349,25.158197,wsqx15zj5ggd
109年08月13日 05時50分00秒,基隆市,安樂區,121.696910,25.154059,wsqx170vp83n
109年08月23日 01時30分00秒,基隆市,安樂區,121.701986,25.144293,wsqx13ksjgfn
109年04月08日 06時37分00秒,基隆市,暖暖區,121.734550,25.104877,wsqwf4hqs878
109年01月18日 21時14分42秒,宜蘭縣,三星鄉,121.675614,24.676789,wsqs2u32xqcs
109年02月26日 20時58分00秒,宜蘭縣,三星鄉,121.728101,24.693393,wsqs3zr9qq4f
109年04月01日 22時40分57秒,宜蘭縣,三星鄉,121.670635,24.667830,wsqs2dtue2c1
109年03月06日 13時00分00秒,宜蘭縣,五結鄉,121.790643,24.694592,wsqs7rt0rtte
109年03月28日 08時46分36秒,宜蘭縣,五結鄉,121.822010,24.700758,wsqss0sh6e42
109年12月08日 09時06分00秒,宜蘭縣,五結鄉,121.793196,24.698855,wsqse2r170m0
109年02月22日 17時41分18秒,宜蘭縣,冬山鄉,121.783614,24.648988,wsqs5r0ngbkk
109年03月15日 10時50分31秒,宜蘭縣,冬山鄉,121.772220,24.645518,wsqs4yxfd3s3
109年04月12日 01時59分26秒,宜蘭縣,冬山鄉,121.770662,24.662713,wsqs6cwwwnft
109年04月30日 07時27分00秒,宜蘭縣,冬山鄉,121.771186,24.652107,wsqs4zz0fmc6
109年07月21日 07時00分00秒,宜蘭縣,冬山鄉,121.747466,24.668615,wsqs66vc1e4k
109年09月06日 16時38分00秒,宜蘭縣,冬山鄉,121.766263,24.659999,wsqs6c5qzsfr
109年01月20日 16時50分06秒,宜蘭縣,南澳鄉,121.779511,24.467098,wsqe5nj5hm8u
109年03月27日 23時30分00秒,宜蘭縣,南澳鄉,121.738271,24.328915,wsqd6hzn5q6n
109年02月07日 15時50分00秒,宜蘭縣,壯圍鄉,121.790365,24.760453,wsqsg7t014yp
109年03月30日 07時30分00秒,宜蘭縣,壯圍鄉,121.802893,24.770498,wsqsgtq4t5eb
109年04月03日 19時20分52秒,宜蘭縣,壯圍鄉,121.815788,24.769430,wsqsgvps3s6v
109年04月20日 00時51分00秒,宜蘭縣,壯圍鄉,121.782641,24.772426,wsqsgjxmv4yv
109年07月12日 11時19分06秒,宜蘭縣,壯圍鄉,121.785584,24.724304,wsqsekct9b36
109年07月23日 11時37分00秒,宜蘭縣,壯圍鄉,121.769096,24.741653,wsqsfbjd9d6v
109年07月27日 14時52分41秒,宜蘭縣,壯圍鄉,121.795124,24.784596,wsqsgxbs8pdc
109年02月20日 04時44分00秒,宜蘭縣,宜蘭市,121.759145,24.778216,wsqsfwwr9dnz
109年05月10日 04時30分00秒,宜蘭縣,宜蘭市,121.763737,24.739362,wsqsdz9thxqf
109年06月03日 06時50分00秒,宜蘭縣,宜蘭市,121.766752,24.751684,wsqsfcgv4br4
109年06月19日 14時08分21秒,宜蘭縣,宜蘭市,121.771870,24.743497,wsqsfbrt64pk
109年12月20日 22時18分05秒,宜蘭縣,宜蘭市,121.765121,24.730307,wsqsdy48kzqg
109年01月13日 00時15分17秒,宜蘭縣,礁溪鄉,121.773219,24.826558,wsqt5p891tv7
109年07月14日 12時28分31秒,宜蘭縣,礁溪鄉,121.748957,24.782507,wsqsfrwbs64h
109年07月18日 21時20分55秒,宜蘭縣,礁溪鄉,121.796877,24.794985,wsqt59cc2bjy
109年07月30日 16時28分27秒,宜蘭縣,礁溪鄉,121.780769,24.812584,wsqt5hypc8fu
109年12月01日 09時40分05秒,宜蘭縣,礁溪鄉,121.737137,24.816371,wsqt4jwmbfue
109年09月24日 15時23分00秒,宜蘭縣,羅東鎮,121.777645,24.674618,wsqs75gu0f1t
109年07月24日 23時34分00秒,宜蘭縣,蘇澳鎮,121.827847,24.616301,wsqsh3226e4g
109年08月11日 19時25分00秒,宜蘭縣,蘇澳鎮,121.827038,24.607961,wsqeupxxz8rt
109年09月09日 11時24分00秒,宜蘭縣,蘇澳鎮,121.822215,24.644197,wsqshnk4z773
109年02月20日 12時20分00秒,宜蘭縣,頭城鎮,121.802695,24.832248,wsqt78w42d81
109年05月05日 04時57分07秒,宜蘭縣,頭城鎮,121.848642,24.887691,wsqtsdxmr1ue
109年07月12日 18時15分22秒,宜蘭縣,頭城鎮,121.840621,24.878176,wsqts8ctuhpu
109年10月27日 17時35分36秒,宜蘭縣,頭城鎮,121.823994,24.836010,wsqtk1m80zcf
109年12月13日 13時43分00秒,宜蘭縣,頭城鎮,121.793013,24.850744,wsqt77yynfkw
109年01月11日 10時25分00秒,屏東縣,九如鄉,120.499603,22.762802,wsj9qpc4umb6
109年03月26日 23時12分00秒,屏東縣,九如鄉,120.490330,22.740429,wsj9mgf2s5jy
109年04月10日 05時32分00秒,屏東縣,佳冬鄉,120.564708,22.404559,wevxrw8s12d0
109年06月06日 15時16分00秒,屏東縣,佳冬鄉,120.562941,22.410186,wevxrrxkb1kw
109年12月02日 10時18分00秒,屏東縣,佳冬鄉,120.536218,22.422920,wevxwcgycrnr
109年02月22日 02時56分00秒,屏東縣,內埔鄉,120.586150,22.669025,wsjbbnb0suw3
109年02月24日 14時50分13秒,屏東縣,內埔鄉,120.586917,22.635813,wsjbb08xnv6k
109年02月28日 18時47分00秒,屏東縣,內埔鄉,120.602105,22.634235,wsjbb27vbxpq
109年03月02日 23時12分00秒,屏東縣,內埔鄉,120.594378,22.688523,wsjc04q4hxjx
109年04月15日 04時07分00秒,屏東縣,內埔鄉,120.552898,22.625456,wsj8xnzfy4ey
109年06月28日 05時45分00秒,屏東縣,內埔鄉,120.609186,22.690908,wsjc0dbbjez6
109年06月28日 09時12分00秒,屏東縣,內埔鄉,120.603803,22.660802,wsjbbmm08r9m
109年07月29日 22時38分00秒,屏東縣,內埔鄉,120.615598,22.692053,wsjc0dvwg1k2
109年07月30日 02時05分00秒,屏東縣,內埔鄉,120.544117,22.631576,wsj8xpcw3x83
109年09月11日 04時33分18秒,屏東縣,內埔鄉,120.545338,22.606486,wsj8x56kmfqv
109年10月07日 08時50分00秒,屏東縣,內埔鄉,120.539143,22.625069,wsj8wyvbtde3
109年10月10日 21時52分00秒,屏東縣,內埔鄉,120.604230,22.690368,wsjc06tkfppv
109年10月25日 20時48分00秒,屏東縣,內埔鄉,120.601360,22.680229,wsjc02g1zm5g
109年11月26日 18時31分00秒,屏東縣,內埔鄉,120.550138,22.617086,wsj8xjmfjf3v
109年12月23日 14時33分00秒,屏東縣,內埔鄉,120.552959,22.625649,wsj8xnzgzw9m
109年01月19日 09時23分54秒,屏東縣,南州鄉,120.504788,22.462323,wevxy1hut06x
109年01月25日 14時40分00秒,屏東縣,南州鄉,120.503473,22.478369,wevxyh5cyrwn
109年08月08日 16時20分00秒,屏東縣,南州鄉,120.503569,22.465222,wevxy1sj2svt
109年01月04日 06時25分00秒,屏東縣,屏東市,120.480737,22.684497,wsj9j9e6u8sz
109年01月16日 23時36分00秒,屏東縣,屏東市,120.498534,22.688915,wsj9n42ke271
109年01月25日 05時22分12秒,屏東縣,屏東市,120.440212,22.648391,wsj8uejbkq54
109年02月18日 23時45分00秒,屏東縣,屏東市,120.481392,22.689629,wsj9jdebevmj
109年02月20日 03時12分00秒,屏東縣,屏東市,120.493165,22.706139,wsj9jvs2y5pg
109年03月21日 02時00分00秒,屏東縣,屏東市,120.514548,22.658324,wsj8yku4298p
109年03月31日 02時10分00秒,屏東縣,屏東市,120.495180,22.705890,wsj9jvmzmhwm
109年04月24日 07時00分00秒,屏東縣,屏東市,120.484715,22.680159,wsj9j8y39254
109年04月28日 08時46分00秒,屏東縣,屏東市,120.508045,22.661789,wsj8yjrq2zxh
109年04月29日 04時45分00秒,屏東縣,屏東市,120.497611,22.654778,wsj8vupttudy
109年04月29日 17時58分00秒,屏東縣,屏東市,120.494530,22.669222,wsj8vyv3y138
109年05月09日 04時00分00秒,屏東縣,屏東市,120.485641,22.646798,wsj8vdwznvjs
109年05月22日 06時22分45秒,屏東縣,屏東市,120.482525,22.674826,wsj8vxudqmfj
109年05月26日 05時55分00秒,屏東縣,屏東市,120.475691,22.669132,wsj8vqz9r06r
109年06月14日 05時42分00秒,屏東縣,屏東市,120.509358,22.684392,wsj9n384pt4j
109年06月23日 08時59分00秒,屏東縣,屏東市,120.485756,22.640953,wsj8v9xj1ee3
109年06月27日 11時38分00秒,屏東縣,屏東市,120.501915,22.698132,wsj9nh4f4nkr
109年07月23日 08時53分00秒,屏東縣,屏東市,120.497114,22.676448,wsj9jbp7fk23
109年08月15日 12時00分00秒,屏東縣,屏東市,120.496866,22.675028,wsj8vzz5s7x6
109年09月11日 22時21分13秒,屏東縣,屏東市,120.488983,22.689778,wsj9jf93sc1m
109年12月23日 20時08分00秒,屏東縣,屏東市,120.509942,22.670998,wsj8yr0sjhmd
109年12月24日 13時30分00秒,屏東縣,屏東市,120.500906,22.697965,wsj9nh414x7g
109年12月29日 11時45分00秒,屏東縣,屏東市,120.506238,22.662790,wsj8yjtuqf78
109年12月30日 09時23分00秒,屏東縣,屏東市,120.482394,22.620731,wsj8ttux73bk
109年12月31日 09時43分00秒,屏東縣,屏東市,120.497178,22.677432,wsj9jbr3eg8p
109年06月12日 09時47分33秒,屏東縣,崁頂鄉,120.521960,22.522125,wsj8ns12vhqu
109年07月21日 09時55分00秒,屏東縣,崁頂鄉,120.482493,22.519822,wsj8jesemx44
109年01月24日 23時40分00秒,屏東縣,恆春鎮,120.762249,21.959358,wevuuj86s352
109年01月11日 00時37分00秒,屏東縣,新園鄉,120.452016,22.521075,wsj8hgy6z2sv
109年03月31日 05時55分03秒,屏東縣,新園鄉,120.460301,22.536426,wsj8jnss0qq9
109年05月07日 17時35分00秒,屏東縣,新園鄉,120.451709,22.522108,wsj8hun2b1pz
109年09月20日 12時07分22秒,屏東縣,新園鄉,120.459586,22.494634,wevxvp5bxz9q
109年11月30日 17時30分00秒,屏東縣,新園鄉,120.447834,22.495002,wevxuz56vuq9
109年06月02日 14時45分00秒,屏東縣,新埤鄉,120.549874,22.470188,wevxz4tdrdth
109年07月28日 21時16分00秒,屏東縣,新埤鄉,120.590562,22.495268,wevzbp5k7vbk
109年11月14日 23時23分02秒,屏東縣,新埤鄉,120.551604,22.475627,wevxz5wfpbx1
109年11月29日 18時38分00秒,屏東縣,春日鄉,120.623625,22.424601,wevz8f72y0tg
109年05月09日 05時50分00秒,屏東縣,東港鎮,120.471268,22.464436,wevxv3s8b42h
109年08月11日 09時20分00秒,屏東縣,東港鎮,120.467188,22.461323,wevxv2cw8yjf
109年01月08日 01時48分00秒,屏東縣,枋寮鄉,120.590574,22.397563,wevz2j77k035
109年05月16日 23時50分00秒,屏東縣,枋寮鄉,120.591531,22.366612,wevz0psnfqdv
109年07月24日 16時35分00秒,屏東縣,枋寮鄉,120.616715,22.370438,wevz28qmjpvk
109年08月23日 17時27分05秒,屏東縣,枋寮鄉,120.605920,22.427811,wevz86ye3wup
109年09月09日 20時54分34秒,屏東縣,枋寮鄉,120.644189,22.295697,wevyc6f3v75m
109年11月19日 21時35分00秒,屏東縣,枋寮鄉,120.592572,22.406735,wevz2phbdw5h
109年11月27日 17時50分00秒,屏東縣,枋寮鄉,120.590624,22.397567,wevz2j77m1ne
109年01月05日 03時02分00秒,屏東縣,枋山鄉,120.677592,22.222674,wevy6jd8rwwt
109年02月20日 08時30分00秒,屏東縣,枋山鄉,120.653593,22.257372,wevy9ec686ze
109年07月02日 08時05分04秒,屏東縣,枋山鄉,120.652989,22.261031,wevy9s2zfkvn
109年08月09日 09時57分00秒,屏東縣,枋山鄉,120.696202,22.167087,wevy4e2k9ke0
109年11月21日 23時50分00秒,屏東縣,枋山鄉,120.653002,22.263598,wevy9sbyfeqz
109年12月24日 09時15分00秒,屏東縣,枋山鄉,120.653813,22.256963,wevy9ec2jwee
109年06月07日 16時46分57秒,屏東縣,林邊鄉,120.528334,22.462600,wevxy9nn1sps
109年01月14日 13時10分00秒,屏東縣,滿州鄉,120.826410,22.066582,wevvt3p55mj2
109年07月21日 09時50分20秒,屏東縣,滿州鄉,120.810306,22.060354,wevvmpgquhj3
109年09月04日 20時39分12秒,屏東縣,滿州鄉,120.826410,22.066582,wevvt3p55mj2
109年02月06日 13時15分00秒,屏東縣,潮州鎮,120.530841,22.552879,wsj8q9xuh1m5
109年04月25日 18時51分00秒,屏東縣,潮州鎮,120.539716,22.562941,wsj8qgqqdvnc
109年01月23日 07時40分09秒,屏東縣,瑪家鄉,120.637879,22.690358,wsjc14tufm63
109年12月04日 15時17分00秒,屏東縣,瑪家鄉,120.601429,22.697754,wsjc0k520bp2
109年11月01日 01時28分00秒,屏東縣,竹田鄉,120.523741,22.625804,wsj8wwfsyewf
109年02月10日 19時41分00秒,屏東縣,萬丹鄉,120.463795,22.586757,wsj8mpz13uev
109年02月13日 07時10分00秒,屏東縣,萬丹鄉,120.489331,22.587920,wsj8tb18hvkz
109年05月25日 08時24分56秒,屏東縣,萬丹鄉,120.489690,22.600680,wsj8tf3ft20e
109年06月08日 17時50分00秒,屏東縣,萬丹鄉,120.496377,22.598178,wsj8tcygcjdy
109年08月08日 12時55分00秒,屏東縣,萬丹鄉,120.466744,22.574730,wsj8mm95qddv
109年08月12日 19時03分00秒,屏東縣,萬丹鄉,120.464542,22.586396,wsj8mpxx732u
109年08月29日 09時41分07秒,屏東縣,萬丹鄉,120.481754,22.578417,wsj8mwk0u3gp
109年10月21日 12時40分52秒,屏東縣,萬丹鄉,120.466995,22.584076,wsj8mr33u2yh
109年10月21日 16時25分00秒,屏東縣,萬丹鄉,120.484355,22.578562,wsj8mwq18vn8
109年10月28日 19時37分28秒,屏東縣,萬丹鄉,120.498880,22.584113,wsj8qp29grv1
109年11月27日 14時04分02秒,屏東縣,萬丹鄉,120.457606,22.594764,wsj8t16819m1
109年12月13日 14時45分00秒,屏東縣,萬丹鄉,120.471947,22.625662,wsj8tquupc4e
109年01月10日 12時03分00秒,屏東縣,萬巒鄉,120.621794,22.539572,wsjb0z4ne8b8
109年01月22日 20時47分00秒,屏東縣,萬巒鄉,120.621545,22.610855,wsjb8u1vv8yg
109年04月17日 18時45分00秒,屏東縣,萬巒鄉,120.586310,22.561298,wsjb250m0dvb
109年06月24日 05時32分00秒,屏東縣,萬巒鄉,120.582189,22.570330,wsj8ruv38wky
109年09月24日 06時36分00秒,屏東縣,萬巒鄉,120.620330,22.565451,wsjb2gcj32uy
109年11月12日 13時55分00秒,屏東縣,萬巒鄉,120.605327,22.609801,wsjb87ypeu3u
109年09月23日 21時12分00秒,屏東縣,車城鄉,120.713708,22.077365,wevvdgj1cr0s
109年10月19日 12時30分00秒,屏東縣,車城鄉,120.717013,22.059951,wevv6zzkw2bv
109年11月01日 02時40分00秒,屏東縣,車城鄉,120.715567,22.111482,wevvfcq2swfz
109年01月14日 07時17分00秒,屏東縣,里港鄉,120.502630,22.773861,wsj9w1g76g3k
109年03月16日 09時09分00秒,屏東縣,里港鄉,120.569845,22.815351,wsj9z9km118t
109年04月08日 18時32分00秒,屏東縣,里港鄉,120.512992,22.777255,wsj9w66zhhpf
109年04月12日 22時32分00秒,屏東縣,里港鄉,120.487443,22.775695,wsj9tf0q0cm0
109年05月08日 11時21分10秒,屏東縣,里港鄉,120.492749,22.773038,wsj9tcsns9cx
109年09月05日 18時55分33秒,屏東縣,里港鄉,120.484397,22.809858,wsj9v8qj1cty
109年10月04日 22時18分00秒,屏東縣,里港鄉,120.537389,22.777825,wsj9wfsdkwrd
109年12月01日 15時18分14秒,屏東縣,里港鄉,120.496746,22.783085,wsj9tgx11dvg
109年12月09日 17時56分10秒,屏東縣,里港鄉,120.506566,22.816669,wsj9y1whwx2k
109年01月10日 11時39分00秒,屏東縣,長治鄉,120.544243,22.693538,wsj9p51xkqn7
109年05月03日 13時38分00秒,屏東縣,長治鄉,120.560894,22.694640,wsj9p7mvb7w0
109年05月17日 13時07分00秒,屏東縣,長治鄉,120.563373,22.698864,wsj9pkpw6nyt
109年06月02日 07時25分00秒,屏東縣,長治鄉,120.559305,22.697525,wsj9p7uwemm6
109年06月05日 06時20分00秒,屏東縣,長治鄉,120.573514,22.702064,wsj9psycne2q
109年06月06日 03時18分00秒,屏東縣,長治鄉,120.577150,22.713204,wsj9pycd50pe
109年06月08日 11時30分00秒,屏東縣,長治鄉,120.572107,22.701891,wsj9psvbjepn
109年06月20日 02時39分00秒,屏東縣,長治鄉,120.580317,22.681735,wsj9pc5ftjc5
109年08月01日 10時35分00秒,屏東縣,長治鄉,120.549343,22.695084,wsj9p5t27q31
109年08月24日 07時07分00秒,屏東縣,長治鄉,120.560851,22.683324,wsj9p3mezqn4
